ifi_district_name,ifi_state_context,lgd_state_code,lgd_state_name,lgd_district_code,lgd_district_name,census_2001_code,census_2011_code,census_boundary_district,census_boundary_state,censuscode,match_class,verification_status,historical_boundary_status,mapping_method,mapping_confidence,notes
Ayodhya,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,140.0,Ayodhya,47.0,177.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Azamgarh,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,123.0,Azamgarh,61.0,191.0,Azamgarh,Uttar Pradesh,191.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Bagalkote,Karnataka,29.0,Karnataka,524.0,Bagalkote,2.0,556.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Bagalkotee,Karnataka; Kerala,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Bagalkotee Ballari,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Bagalkotee Belagavi,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Bagalkotee Bengaluru Urban,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Bagalkotee Udupi,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
BagalkoteeBijapur,Karnataka,,,,,,,,,,UNMATCHED,UNMATCHED,HISTORICAL_REVIEW_REQUIRED,none,NONE,No defensible LGD/Census candidate in the reviewed comparison. Existing comparison note: No exact or normalized LGD district/state candidate.
Bageshwar,Uttar Pradesh; Uttarakhand,5.0,Uttarakhand,46.0,Bageshwar,8.0,63.0,Bageshwar,Uttarakhand,63.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Baghpat,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,124.0,Baghpat,8.0,139.0,Baghpat,Uttar Pradesh,139.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Bahraich,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,125.0,Bahraich,50.0,180.0,Bahraich,Uttar Pradesh,180.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Baksa,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,18.0,Assam,616.0,Baksa,0.0,324.0,Baksa,Assam,324.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Balaghat,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,23.0,Madhya Pradesh,392.0,Balaghat,45.0,457.0,Balaghat,Madhya Pradesh,457.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Balangir,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,21.0,Odisha,345.0,Balangir,24.0,393.0,Balangir,Odisha,393.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Baleshwar,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,21.0,Odisha,346.0,Baleshwar,8.0,377.0,Baleshwar,Odisha,377.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Ballari,Karnataka; Kerala,29.0,Karnataka,528.0,Ballari,12.0,565.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Ballia,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,126.0,Ballia,63.0,193.0,Ballia,Uttar Pradesh,193.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Balod,Chhattisgarh,22.0,Chhattisgarh,646.0,Balod,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Balodabazar-Bhatapara,Chhattisgarh,22.0,Chhattisgarh,644.0,Balodabazar-Bhatapara,0.0,0.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Balrampur,Arunachal Pradesh; Assam; Bihar; Chhattisgarh; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,9.0,Uttar Pradesh,127.0,Balrampur,52.0,182.0,Balrampur,Uttar Pradesh,182.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Banas Kantha,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24.0,Gujarat,441.0,Banas Kantha,2.0,469.0,Banas Kantha,Gujarat,469.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Banda,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9.0,Uttar Pradesh,128.0,Banda,40.0,170.0,Banda,Uttar Pradesh,170.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Bandipora,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,1.0,Jammu And Kashmir,623.0,Bandipora,0.0,9.0,,,,HISTORICAL_REVIEW,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,exact_name_without_complete_state_boundary_confirmation,LOW_REQUIRES_HISTORICAL_REVIEW,Identity is plausible by exact LGD name but state or Census-boundary evidence is incomplete or contradictory. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context does not uniquely confirm LGD state name; manual review required. LGD district has no exact Census boundary pair.
Banka,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10.0,Bihar,190.0,Banka,23.0,225.0,Banka,Bihar,225.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
Bankura,Andhra Pradesh; Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,19.0,West Bengal,305.0,Bankura,13.0,339.0,Bankura,West Bengal,339.0,VERIFIED_NAME_STATE,NAME_STATE_CANDIDATE_WITH_HISTORICAL_LIMITATION,HISTORICAL_REVIEW_REQUIRED,exact_name_state_boundary_candidate,HIGH_FOR_CURRENT_NAME_STATE_LINK; HISTORICAL_LIMITATION,"Exact LGD name, observed state context, and Census boundary candidate agree; code equivalence is not assumed. Existing comparison note: Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent."
